recomendacao_conteudo,qtde_ocorr,perc_ocorr
"Recomenda-se divulgar às oficinas de manutenção e mantenedores das aeronaves SÊNECA modelo PA-34-200 as orientações constantes no Informativo de Prevenção (InfoPrev) SERIPA V N° 01/AGOSTO/2015, referentes ao recolhimento involuntário do trem de pouso de nariz por pane no suporte do amortecedor e por montagem incorreta do parafuso amortecedor de vibrações, por representarem situações de risco que já resultaram em acidentes aeronáuticos.",1,0.08
"Realizar inspeção no aeródromo de Boquira (SNBO), de forma a verificar se o mesmo atende aos requisitos mínimos de segurança para operação.",1,0.08
"Realizar uma Vistoria de Segurança de Voo no Aeroclube de Porto Nacional, visando verificar as suas condições operacionais, os serviços de manutenção e a sua supervisão.",1,0.08
"Realizar uma Vistoria de Segurança de Voo na empresa Novo Rumo Aeroagrícola Ltda., a fim de verificar as suas condições operacionais.",1,0.08
"Realizar uma Vistoria de Segurança de Voo na Planave Aviação Ltda, visando verificar suas condições de funcionamento, com especial atenção aos procedimentos de revisão geral dos motores Lycoming modelo O-360-J2A.",1,0.08
"Realizar uma Vistoria de Segurança de Voo na Oficina Birigui Manutenção de Aeronaves Ltda., a fim de verificar a conformidade de seus serviços de manutenção com os requisitos aplicáveis, em especial no tocante à revisão geral (overhaul) dos motores Teledyne Continental TSIO-520M.",1,0.08
"Realizar uma Auditoria no Aeroclube de Planadores de Balsa Nova, visando aprimorar a atividade aérea de instrução desenvolvida com os requisitos aplicáveis.",1,0.08
"Realizar uma Auditoria de Segurança de Voo na empresa Claro Aviação sediada no Aeroporto de Carlos Prates (CHE0911-31/ANAC), tendo em vista que ambas as aeronaves acidentadas haviam passado por serviços recentes de manutenção nessa empresa, e que, no primeiro evento, foram constatados indícios de deficiente manutenção.",1,0.08
"Realizar uma Auditoria Especial no Aeroclube de Mon tenegro, a fim de verificar a conformidade dos procedimentos operacionais adotado s pelo Setor de Instrução da entidade, visando incrementar o nível de proficiênc ia teórico e prático de seus instrutores de voo.",1,0.08
Realizar um trabalho de conscientização junto aos pilotos voltado à divulgação das consequências advindas da pressa na realização do planejamento e preparação do voo.,1,0.08
Realizar um estudo sobre a viabilidade de implementação de um sistema que restrinja a aceitação de planos de voos para aeródromos de destino e/ou de alternativa que se encontrem interditados.,1,0.08
"Realizar um estudo acerca da possibilidade de se implantar nas Fichas de Avaliação de Pilotos, sobretudo aqueles que estão em transição de aeronave equipada com motor(es) a hélice para aeronave equipada com motor(es) a reação, a avaliação da proficiência em pousos cuja distância mínima requerida seja próxima ao comprimento total da pista.",1,0.08
"Realizar gestões junto à Addey Táxi Aéreo Ltda., a fim de certificar-se de que a empresa adote mecanismos de Supervisão Gerencial, no âmbito administrativo, visando garantir um melhor acompanhamento das rotinas de trabalho de seus tripulantes, no tocante à identificação oportuna de aspectos que possam comprometer a Segurança de Voo, principalmente aqueles relacionados ao estresse e à fadiga.",1,0.08
"Realizar um Seminário de Segurança de Voo na Região de Barreiras, BA, a fim de orientar os operadores e pilotos sobre os ensinamentos colhidos neste e em outros acidentes da região.",1,0.08
"Realizar procedimentos de fiscalização junto ao Centro Nacional de Paraquedismo, em Boituva - SP, a fim de verificar a conformidade das aeronaves que lá operam.",1,0.08
"Realizar o controle das Divulgações Operacionais (DIVOP) emitidas pelo SIPAER, referentes às aeronaves de sua dotação, por meio de coletânea e relação de ciência dos tripulantes, devidamente assinada.",1,0.08
"Realizar gestões, junto à Abelha Táxi Aéreo e Manutenção Ltda., no sentido certificar-se que a empresa realiza uma supervisão gerencial adequada sobre as operações aéreas, notadamente, no que se refere ao planejamento e preparação das missões.",1,0.08
"Realizar uma auditora na Oficina responsável pela manutenção do trem de pouso, a fim de verificar o adequado cumprimento das inspeções em aeronave C-210, em especial no tocante a SID 32-10-01, visando evitar a repetição do erro cometido no tubo PN1280523-1.",1,0.08
"Realizar gestões no sentido de garantir a aplicação dos conhecimentos acerca de Rolagem Dinâmica (sua característica e procedimento a ser adotado) nos recheques de INVH, com ênfase para os aspectos de Decisão e de Consciência Situacional, aliados ao cumprimento do procedimento previsto pelo fabricante.",1,0.08
"Realizar gestões junto à oficina MANAV Manutenção de Aeronaves Ltda., a fim de avaliar se os procedimentos de manutenção desta estão em conformidade com o Manual de Manutenção do PA-28R-200, emitido pela Piper Aircraft Corporation, em especial o item E  WING GROUP, subitem 13, do Inspection Report, referente à Inspeção de 100 Horas.",1,0.08
"Realizar uma auditoria na Escola de Aviação Civil do ABC Ltda., a fim de verificar a conformidade dos procedimentos operacionais adotados pelo Setor de Instrução da entidade, visando incrementar o nível de proficiência teórico e prático de seus instrutores de voo.",1,0.08
"Realizar gestões junto à empresa Roraima Táxi-Aéreo, a fim de garantir que os pilotos tenham proficiência nos cálculos referentes aos planejamentos dos voos.",1,0.08
"Realizar gestões junto à empresa NEO Táxi Aéreo, com o intuito de certificar-se que esta adote um correto planejamento gerencial, a fim de evitar que as pressões operacionais não se sobreponham às necessidades das ações de manutenção.",1,0.08
"Realizar gestões junto à empresa GYN Prop Shop Ltda., com o intuito de verificar se as datas e o cômputo das horas dos componentes em revisão estejam sendo registrados em conformidade com as exigências previstas nos regulamentos pertinentes.",1,0.08
"Realizar gestões junto à empresa Ceal Aviação Agrícola Ltda., com o objetivo de garantir que os serviços de manutenção em aeronaves sejam realizados em organizações que possuam a devida homologação para este fim.",1,0.08
"Realizar gestões junto à empresa Aviação Agrícola Antônio & Carmélia Ltda., a fim de garantir a conformidade dos procedimentos administrativos e operacionais adotados por esse operador, sobretudo no que diz respeito ao cumprimento do constante no item 5.2.1 da NSCA 3-13 e no Artigo 114 do Código Brasileiro de Aeronáutica e à execução das notificações de Ocorrências Aeronáuticas.",1,0.08
"Realizar gestões junto à Teruel Aviação Agrícola Ltda. com o objetivo de que seja reforçado o treinamento periódico de suas tripulações com informações sobre os limites estabelecidos pelo fabricante das aeronaves operadas pela empresa, no que diz respeito à operação com vento de cauda e través.",1,0.08
"Realizar gestões junto à Rico Táxi Aéreo, de forma a garantir que a operação de suas aeronaves seja conduzida de acordo com a homologação prevista pelo Órgão Fiscalizador.",1,0.08
"Realizar gestões junto à Rico Táxi Aéreo LTDA., a fim de que sejam criados mecanismos que possibilitem garantir o cumprimento do RBAC nº 120, notadamente no que diz respeito à realização do Exame Toxicológico de Substâncias Psicoativas (ETPS) pós-acidente.",1,0.08
"Realizar gestões junto à Rico Táxi Aéreo LTDA. com o intuito de que a empresa passe a exercer supervisão gerencial efetiva na padronização referente aos procedimentos operacionais utilizados no planejamento e execução dos voos, notadamente, no que se refere ao pouso em locais desconhecidos pela tripulação.",1,0.08
"Realizar gestões junto à Passaredo Linhas Aéreas, de maneira a garantir que a empresa adote procedimentos que venham a identificar possíveis falhas de formação de seus pilotos, tais como desconhecimento da interpretação e utilização dos sistemas de auxílio de pouso (VASIS, PAPI e outros).",1,0.08
"Realizar gestões junto à OMNI Táxi-Aéreo, de forma a garantir que a empresa enfatize, em seus treinamentos junto aos funcionários envolvidos com esse tipo de operação, a importância de se observar as instruções contidas no Manual de Carga Externa da empresa.",1,0.08
"Realizar gestões junto à Helisul Taxi Aéreo, a fim de garantir que esta oriente os pilotos para a necessidade do emprego do checklist de Emergência e de medidas adequadas para a preservação da tripulação, dos passageiros e da aeronave, durante uma situação adversa.",1,0.08
"Realizar gestões junto à EFAI Escola de Pilotagem LTDA., de modo a assegurar-se que esta providencie treinamento de CRM para os funcionários da escola envolvidos com a atividade aérea, com ênfase nas ações dos tripulantes, visando à mitigação dos riscos operacionais decorrentes de falha nas comunicações, de falta de assertividade ou de dúvidas na definição das tarefas em voo.",1,0.08
"Realizar gestões junto à Diretoria de Transporte Aéreo do Governo do Estado do Pará, de maneira a garantir que sejam implementados treinamentos de CRM e de procedimentos de emergência aos tripulantes e mecânicos.",1,0.08
"Realizar gestões na empresa Aero Agrícola Nordestina Ltda., a fim de que esta aprimore seus controles de supervisão gerencial.",1,0.08
"Divulgar o conteúdo do presente relatório em seminários, palestras e atividades afins voltadas para proprietários, operadores e exploradores de aeronaves de pequeno porte.",1,0.08
"Interagir com o Fabricante da Aeronave de forma a verificar a necessidade de atribuir um limite de vida aos cabos de comando Part Number S2211001100000, que estejam conectados ao servo drive Part Number 7002260-722 e instalados nas aeronaves ATR-72-212A, em termos de horas de voo e/ou tempo decorrido desde a instalação.",1,0.08
"Realizar gestões junto à ADEY TÁXI AÉREO LTDA, buscando se certificar da adequação dos mecanismos de supervisão gerencial utilizados, particularmente no que se refere ao desempenho operacional de seus pilotos.",1,0.08
Realizar gestões junto ao Operador a fim de garantir que o Diretor de Operações da empresa implemente procedimentos que assegurem e valorizem o fiel cumprimento do Check List pelos pilotos da empresa.,1,0.08
"Realizar gestões junto ao operador, no sentido de certificar-se que este passou a realizar um controle efetivo sobre a atualização das escriturações das cadernetas de manutenção da aeronave.",1,0.08
"Realizar gestões junto ao operador, a fim de reforçar que, exceto para efeito de salvar vidas, nenhuma aeronave acidentada, seus restos ou coisas que por ela eram transportadas podem ser vasculhados ou removidos, a não ser em presença ou com autorização do responsável pela Ação Inicial.",1,0.08
"Realizar gestões junto ao operador, a fim de que a supervisão gerencial passe a atuar de forma a garantir o correto preenchimento das Fichas de Avaliação de Voo, as quais careciam de informações mais detalhadas do desempenho dos alunos.",1,0.08
Realizar gestões junto ao operador da aeronave de modo a certificar-se que este organize o planejamento gerencial das suas aeronaves e equipe as mesmas com kit de sobrevivência e kit de primeiros socorros.,1,0.08
